x0,x1,y0,y1,z0,z1,face,material,surf_variant,flux_kW_m2,cos_theta
2.2000,2.4000,-0.2000,0.2000,1.6000,1.6000,+z,ACRY,ACRY_R0300,300,0.2588
2.3000,2.4000,-0.8000,-0.7000,1.2000,1.2000,+z,ACRY,ACRY_R0250,250,0.2588
2.3000,2.4000,0.7000,0.8000,1.2000,1.2000,+z,ACRY,ACRY_R0300,300,0.2588
2.3000,2.4000,-0.7000,-0.6000,1.3000,1.3000,+z,ACRY,ACRY_R0250,250,0.2588
2.3000,2.4000,0.6000,0.7000,1.3000,1.3000,+z,ACRY,ACRY_R0300,300,0.2588
2.3000,2.5000,-0.6000,-0.5000,1.4000,1.4000,+z,ACRY,ACRY_R0250,250,0.2588
2.3000,2.5000,0.5000,0.6000,1.4000,1.4000,+z,ACRY,ACRY_R0300,300,0.2588
2.3000,2.5000,-0.5000,-0.4000,1.5000,1.5000,+z,ACRY,ACRY_R0300,300,0.2588
2.3000,2.5000,0.4000,0.5000,1.5000,1.5000,+z,ACRY,ACRY_R0300,300,0.2588
2.4000,2.5000,-0.4000,-0.3000,1.6000,1.6000,+z,ACRY,ACRY_R0150,150,0.2588
2.4000,2.5000,0.3000,0.4000,1.6000,1.6000,+z,ACRY,ACRY_R0300,300,0.2588
2.4000,2.5000,-0.2000,0.2000,1.7000,1.7000,+z,ACRY,ACRY_R0300,300,0.2588
2.4000,2.6000,-0.7000,-0.6000,1.4000,1.4000,+z,ACRY,ACRY_R0250,250,0.2588
2.4000,2.4667,0.6000,0.7000,1.4000,1.4000,+z,ACRY,ACRY_R0300,300,0.2588
2.4667,2.6000,0.6000,0.7000,1.4000,1.4000,+z,ACRY,ACRY_R0250,250,0.2588
2.5000,2.6000,-0.9000,-0.8000,1.2000,1.2000,+z,ACRY,ACRY_R0150,150,0.2588
2.5000,2.6000,0.8000,0.9000,1.2000,1.2000,+z,ACRY,ACRY_R0150,150,0.2588
2.5000,2.6000,-0.6000,-0.5000,1.5000,1.5000,+z,ACRY,ACRY_R0250,250,0.2588
2.5000,2.6000,0.5000,0.6000,1.5000,1.5000,+z,ACRY,ACRY_R0300,300,0.2588
2.5000,2.6000,-0.5000,-0.4000,1.6000,1.6000,+z,ACRY,ACRY_R0300,300,0.2588
2.5000,2.6000,0.4000,0.5000,1.6000,1.6000,+z,ACRY,ACRY_R0300,300,0.2588
2.5000,2.6000,-0.4000,-0.3000,1.7000,1.7000,+z,ACRY,ACRY_R0150,150,0.2588
2.5000,2.6000,0.3000,0.4000,1.7000,1.7000,+z,ACRY,ACRY_R0300,300,0.2588
2.5000,2.6000,-0.3000,-0.2000,1.8000,1.8000,+z,ACRY,ACRY_R0300,300,0.2588
2.5000,2.6000,0.2000,0.3000,1.8000,1.8000,+z,ACRY,ACRY_R0300,300,0.2588
2.6000,2.7000,-0.7000,-0.6000,1.5000,1.5000,+z,ACRY,ACRY_R0250,250,0.2588
2.6000,2.7000,0.6000,0.7000,1.5000,1.5000,+z,ACRY,ACRY_R0300,300,0.2588
2.6000,2.7000,-0.6000,-0.5000,1.6000,1.6000,+z,ACRY,ACRY_R0250,250,0.2588
2.6000,2.7000,0.5000,0.6000,1.6000,1.6000,+z,ACRY,ACRY_R0300,300,0.2588
2.6000,2.7000,-0.5000,-0.4000,1.7000,1.7000,+z,ACRY,ACRY_R0300,300,0.2588
2.6000,2.7000,0.4000,0.5000,1.7000,1.7000,+z,ACRY,ACRY_R0300,300,0.2588
2.6000,2.8000,-0.9000,-0.8000,1.3000,1.3000,+z,ACRY,ACRY_R0150,150,0.2588
2.6000,2.8000,0.8000,0.9000,1.3000,1.3000,+z,ACRY,ACRY_R0300,300,0.2588
2.6000,2.8000,-0.8000,-0.7000,1.4000,1.4000,+z,ACRY,ACRY_R0150,150,0.2588
2.6000,2.8000,0.7000,0.8000,1.4000,1.4000,+z,ACRY,ACRY_R0300,300,0.2588
2.7000,2.8000,-0.6000,-0.5000,1.7000,1.7000,+z,ACRY,ACRY_R0150,150,0.2588
2.7000,2.8000,0.5000,0.6000,1.7000,1.7000,+z,ACRY,ACRY_R0300,300,0.2588
2.7000,2.9000,-1.0000,-0.9000,1.2000,1.2000,+z,ACRY,ACRY_R0250,250,0.2588
2.7000,2.9000,0.9000,1.0000,1.2000,1.2000,+z,ACRY,ACRY_R0300,300,0.2588
2.8000,3.0000,-0.9000,-0.8000,1.4000,1.4000,+z,ACRY,ACRY_R0250,250,0.2588
2.8000,3.0000,0.8000,0.9000,1.4000,1.4000,+z,ACRY,ACRY_R0300,300,0.2588
2.8000,3.0000,-0.8000,-0.7000,1.5000,1.5000,+z,ACRY,ACRY_R0150,150,0.2588
2.8000,3.0000,0.7000,0.8000,1.5000,1.5000,+z,ACRY,ACRY_R0300,300,0.2588
2.9000,3.1000,-1.0000,-0.9000,1.3000,1.3000,+z,ACRY,ACRY_R0250,250,0.2588
2.9000,3.1000,0.9000,1.0000,1.3000,1.3000,+z,ACRY,ACRY_R0300,300,0.2588
3.0000,3.2000,-1.1000,-1.0000,1.2000,1.2000,+z,ACRY,ACRY_R0250,250,0.2588
3.0000,3.2000,1.0000,1.1000,1.2000,1.2000,+z,ACRY,ACRY_R0300,300,0.2588
3.0000,3.2000,-0.8000,-0.7000,1.6000,1.6000,+z,ACRY,ACRY_R0150,150,0.2588
3.0000,3.2000,0.7000,0.8000,1.6000,1.6000,+z,ACRY,ACRY_R0300,300,0.2588
3.0000,3.3000,-0.9000,-0.8000,1.5000,1.5000,+z,ACRY,ACRY_R0250,250,0.2588
3.0000,3.2000,0.8000,0.9000,1.5000,1.5000,+z,ACRY,ACRY_R0300,300,0.2588
3.2000,3.3000,0.8000,0.9000,1.5000,1.5000,+z,ACRY,ACRY_R0250,250,0.2588
3.1000,3.3000,-1.0000,-0.9000,1.4000,1.4000,+z,ACRY,ACRY_R0250,250,0.2588
3.3000,3.4000,-1.0000,-0.9000,1.4000,1.4000,+z,ACRY,ACRY_R0200,200,0.2588
3.1000,3.4000,0.9000,1.0000,1.4000,1.4000,+z,ACRY,ACRY_R0300,300,0.2588
3.2000,3.6000,-1.1000,-1.0000,1.3000,1.3000,+z,ACRY,ACRY_R0250,250,0.2588
3.2000,3.6000,1.0000,1.1000,1.3000,1.3000,+z,ACRY,ACRY_R0300,300,0.2588
3.3000,3.5250,-0.9000,-0.8000,1.6000,1.6000,+z,ACRY,ACRY_R0250,250,0.2588
3.5250,3.6000,-0.9000,-0.8000,1.6000,1.6000,+z,ACRY,ACRY_R0200,200,0.2588
3.3000,3.6000,0.8000,0.9000,1.6000,1.6000,+z,ACRY,ACRY_R0250,250,0.2588
3.3000,3.7000,-1.2000,-1.1000,1.2000,1.2000,+z,ACRY,ACRY_R0250,250,0.2588
3.3000,3.7000,1.1000,1.2000,1.2000,1.2000,+z,ACRY,ACRY_R0250,250,0.2588
3.4000,3.6000,-1.0000,-0.9000,1.5000,1.5000,+z,ACRY,ACRY_R0250,250,0.2588
3.6000,3.7000,-1.0000,-0.9000,1.5000,1.5000,+z,ACRY,ACRY_R0200,200,0.2588
3.7000,3.8000,-1.0000,-0.9000,1.5000,1.5000,+z,ACRY,ACRY_R0250,250,0.2588
3.4000,3.8000,0.9000,1.0000,1.5000,1.5000,+z,ACRY,ACRY_R0300,300,0.2588
3.6000,3.7000,-0.9000,-0.8000,1.7000,1.7000,+z,ACRY,ACRY_R0150,150,0.2588
3.6000,3.7000,0.8000,0.9000,1.7000,1.7000,+z,ACRY,ACRY_R0150,150,0.2588
3.6000,4.0000,-1.1000,-1.0000,1.4000,1.4000,+z,ACRY,ACRY_R0250,250,0.2588
3.6000,4.0000,1.0000,1.1000,1.4000,1.4000,+z,ACRY,ACRY_R0300,300,0.2588
3.7000,4.2000,-1.2000,-1.1000,1.3000,1.3000,+z,ACRY,ACRY_R0250,250,0.2588
3.7000,4.2000,1.1000,1.2000,1.3000,1.3000,+z,ACRY,ACRY_R0250,250,0.2588
3.8000,4.0000,-1.0000,-0.9000,1.6000,1.6000,+z,ACRY,ACRY_R0250,250,0.2588
4.0000,4.1000,-1.0000,-0.9000,1.6000,1.6000,+z,ACRY,ACRY_R0150,150,0.2588
3.8000,4.1000,0.9000,1.0000,1.6000,1.6000,+z,ACRY,ACRY_R0300,300,0.2588
3.9000,4.2000,-1.3000,-1.2000,1.2000,1.2000,+z,ACRY,ACRY_R0250,250,0.2588
3.9000,4.2000,1.2000,1.3000,1.2000,1.2000,+z,ACRY,ACRY_R0300,300,0.2588
4.0000,4.2000,-1.1000,-1.0000,1.5000,1.5000,+z,ACRY,ACRY_R0250,250,0.2588
4.0000,4.2000,1.0000,1.1000,1.5000,1.5000,+z,ACRY,ACRY_R0300,300,0.2588
4.2000,4.3000,-1.2000,-1.1000,1.4000,1.4000,+z,ACRY,ACRY_R0250,250,0.2588
4.2000,4.3000,1.1000,1.2000,1.4000,1.4000,+z,ACRY,ACRY_R0250,250,0.2588
1.7000,1.7000,-0.3000,0.3000,1.1000,1.2000,-x,ACRY,ACRY_R0600,600,0.9659
1.8000,1.8000,-0.4000,-0.3000,1.1000,1.2000,-x,ACRY,ACRY_R0550,550,0.9659
1.8000,1.8000,0.3000,0.4000,1.1000,1.2000,-x,ACRY,ACRY_R1150,1150,0.9659
1.9000,1.9000,-0.5000,-0.4000,1.1000,1.2000,-x,ACRY,ACRY_R0550,550,0.9659
1.9000,1.9000,0.4000,0.5000,1.1000,1.2000,-x,ACRY,ACRY_R0550,550,0.9659
1.9000,1.9000,-0.4000,0.4000,1.2000,1.3000,-x,ACRY,ACRY_R1000,1000,0.9659
2.0000,2.0000,-0.6000,-0.5000,1.1000,1.2000,-x,ACRY,ACRY_R0450,450,0.9659
2.0000,2.0000,0.5000,0.6000,1.1000,1.2000,-x,ACRY,ACRY_R0550,550,0.9659
2.0000,2.0000,-0.2000,0.2000,1.3000,1.4000,-x,ACRY,ACRY_R1000,1000,0.9659
2.1000,2.1000,-0.5000,-0.4000,1.2000,1.3000,-x,ACRY,ACRY_R1000,1000,0.9659
2.1000,2.1000,0.4000,0.5000,1.2000,1.3000,-x,ACRY,ACRY_R1000,1000,0.9659
2.1000,2.1000,-0.4000,-0.3000,1.3000,1.4000,-x,ACRY,ACRY_R0500,500,0.9659
2.1000,2.1000,0.3000,0.4000,1.3000,1.4000,-x,ACRY,ACRY_R1000,1000,0.9659
2.1000,2.1000,-0.2000,0.2000,1.4000,1.5000,-x,ACRY,ACRY_R1000,1000,0.9659
2.2000,2.2000,-0.7000,-0.6000,1.1000,1.2000,-x,ACRY,ACRY_R1000,1000,0.9659
2.2000,2.2000,0.6000,0.7000,1.1000,1.2000,-x,ACRY,ACRY_R0850,850,0.9659
2.2000,2.2000,-0.6000,-0.5000,1.2000,1.3000,-x,ACRY,ACRY_R1000,1000,0.9659
2.2000,2.2000,0.5000,0.6000,1.2000,1.3000,-x,ACRY,ACRY_R1150,1150,0.9659
2.2000,2.2000,-0.5000,-0.4000,1.3000,1.4000,-x,ACRY,ACRY_R1150,1150,0.9659
2.2000,2.2000,0.4000,0.5000,1.3000,1.4000,-x,ACRY,ACRY_R1150,1150,0.9659
2.2000,2.2000,-0.4000,-0.3000,1.4000,1.5000,-x,ACRY,ACRY_R0550,550,0.9659
2.2000,2.2000,0.3000,0.4000,1.4000,1.5000,-x,ACRY,ACRY_R1150,1150,0.9659
2.2000,2.2000,-0.2000,0.2000,1.5000,1.6000,-x,ACRY,ACRY_R1150,1150,0.9659
2.3000,2.3000,-0.8000,-0.7000,1.1000,1.2000,-x,ACRY,ACRY_R0950,950,0.9659
2.3000,2.3000,0.7000,0.8000,1.1000,1.2000,-x,ACRY,ACRY_R1000,1000,0.9659
2.3000,2.3000,-0.7000,-0.6000,1.2000,1.3000,-x,ACRY,ACRY_R0950,950,0.9659
2.3000,2.3000,0.6000,0.7000,1.2000,1.3000,-x,ACRY,ACRY_R0950,950,0.9659
2.3000,2.3000,-0.6000,-0.5000,1.3000,1.4000,-x,ACRY,ACRY_R0950,950,0.9659
2.3000,2.3000,0.5000,0.6000,1.3000,1.4000,-x,ACRY,ACRY_R1000,1000,0.9659
2.3000,2.3000,-0.5000,-0.4000,1.4000,1.5000,-x,ACRY,ACRY_R1000,1000,0.9659
2.3000,2.3000,0.4000,0.5000,1.4000,1.5000,-x,ACRY,ACRY_R1000,1000,0.9659
2.4000,2.4000,-0.7000,-0.6000,1.3000,1.4000,-x,ACRY,ACRY_R0850,850,0.9659
2.4000,2.4000,0.6000,0.7000,1.3000,1.4000,-x,ACRY,ACRY_R0700,700,0.9659
2.4000,2.4000,-0.4000,-0.3000,1.5000,1.6000,-x,ACRY,ACRY_R0500,500,0.9659
2.4000,2.4000,0.3000,0.4000,1.5000,1.6000,-x,ACRY,ACRY_R1000,1000,0.9659
2.4000,2.4000,-0.2000,0.2000,1.6000,1.7000,-x,ACRY,ACRY_R1000,1000,0.9659
2.5000,2.5000,-0.9000,-0.8000,1.1000,1.2000,-x,ACRY,ACRY_R0500,500,0.9659
2.5000,2.5000,0.8000,0.9000,1.1000,1.2000,-x,ACRY,ACRY_R0250,250,0.9659
2.5000,2.5000,-0.6000,-0.5000,1.4000,1.5000,-x,ACRY,ACRY_R0850,850,0.9659
2.5000,2.5000,0.5000,0.6000,1.4000,1.5000,-x,ACRY,ACRY_R1000,1000,0.9659
2.5000,2.5000,-0.5000,-0.4000,1.5000,1.6000,-x,ACRY,ACRY_R1000,1000,0.9659
2.5000,2.5000,0.4000,0.5000,1.5000,1.6000,-x,ACRY,ACRY_R1000,1000,0.9659
2.5000,2.5000,-0.4000,-0.3000,1.6000,1.7000,-x,ACRY,ACRY_R0500,500,0.9659
2.5000,2.5000,0.3000,0.4000,1.6000,1.7000,-x,ACRY,ACRY_R1000,1000,0.9659
2.5000,2.5000,-0.3000,-0.2000,1.7000,1.8000,-x,ACRY,ACRY_R0550,550,0.9659
2.5000,2.5000,-0.2000,0.2000,1.7000,1.8000,-x,ACRY,ACRY_R1000,1000,0.9659
2.5000,2.5000,0.2000,0.3000,1.7000,1.8000,-x,ACRY,ACRY_R0550,550,0.9659
2.6000,2.6000,-0.9000,-0.8000,1.2000,1.3000,-x,ACRY,ACRY_R0500,500,0.9659
2.6000,2.6000,0.8000,0.9000,1.2000,1.3000,-x,ACRY,ACRY_R0500,500,0.9659
2.6000,2.6000,-0.7000,-0.6000,1.4000,1.5000,-x,ACRY,ACRY_R0850,850,0.9659
2.6000,2.6000,0.6000,0.7000,1.4000,1.5000,-x,ACRY,ACRY_R0450,450,0.9659
2.6000,2.6000,-0.6000,-0.5000,1.5000,1.6000,-x,ACRY,ACRY_R0850,850,0.9659
2.6000,2.6000,0.5000,0.6000,1.5000,1.6000,-x,ACRY,ACRY_R1000,1000,0.9659
2.6000,2.6000,-0.5000,-0.4000,1.6000,1.7000,-x,ACRY,ACRY_R1000,1000,0.9659
2.6000,2.6000,0.4000,0.5000,1.6000,1.7000,-x,ACRY,ACRY_R1000,1000,0.9659
2.7000,2.7000,-1.0000,-0.9000,1.1000,1.2000,-x,ACRY,ACRY_R0950,950,0.9659
2.7000,2.7000,0.9000,1.0000,1.1000,1.2000,-x,ACRY,ACRY_R1150,1150,0.9659
2.7000,2.7000,-0.6000,-0.5000,1.6000,1.7000,-x,ACRY,ACRY_R1000,1000,0.9659
2.7000,2.7000,0.5000,0.6000,1.6000,1.7000,-x,ACRY,ACRY_R1150,1150,0.9659
2.8000,2.8000,-0.9000,-0.8000,1.3000,1.4000,-x,ACRY,ACRY_R0700,700,0.9659
2.8000,2.8000,0.8000,0.9000,1.3000,1.4000,-x,ACRY,ACRY_R0950,950,0.9659
2.8000,2.8000,-0.8000,-0.7000,1.4000,1.5000,-x,ACRY,ACRY_R0500,500,0.9659
2.8000,2.8000,0.7000,0.8000,1.4000,1.5000,-x,ACRY,ACRY_R1000,1000,0.9659
2.9000,2.9000,-1.0000,-0.9000,1.2000,1.3000,-x,ACRY,ACRY_R0800,800,0.9659
2.9000,2.9000,0.9000,1.0000,1.2000,1.3000,-x,ACRY,ACRY_R1000,1000,0.9659
3.0000,3.0000,-1.1000,-1.0000,1.1000,1.2000,-x,ACRY,ACRY_R0800,800,0.9659
3.0000,3.0000,1.0000,1.1000,1.1000,1.2000,-x,ACRY,ACRY_R1000,1000,0.9659
3.0000,3.0000,-0.9000,-0.8000,1.4000,1.5000,-x,ACRY,ACRY_R0850,850,0.9659
3.0000,3.0000,0.8000,0.9000,1.4000,1.5000,-x,ACRY,ACRY_R0950,950,0.9659
3.0000,3.0000,-0.8000,-0.7000,1.5000,1.6000,-x,ACRY,ACRY_R0500,500,0.9659
3.0000,3.0000,0.7000,0.8000,1.5000,1.6000,-x,ACRY,ACRY_R1000,1000,0.9659
3.1000,3.1000,-1.0000,-0.9000,1.3000,1.4000,-x,ACRY,ACRY_R0950,950,0.9659
3.1000,3.1000,0.9000,1.0000,1.3000,1.4000,-x,ACRY,ACRY_R1150,1150,0.9659
3.2000,3.2000,-1.1000,-1.0000,1.2000,1.3000,-x,ACRY,ACRY_R0950,950,0.9659
3.2000,3.2000,1.0000,1.1000,1.2000,1.3000,-x,ACRY,ACRY_R1150,1150,0.9659
3.2000,3.2000,-0.8000,-0.7000,1.6000,1.7000,-x,ACRY,ACRY_R0550,550,0.9659
3.2000,3.2000,0.7000,0.8000,1.6000,1.7000,-x,ACRY,ACRY_R1150,1150,0.9659
3.3000,3.3000,-1.2000,-1.1000,1.1000,1.2000,-x,ACRY,ACRY_R0800,800,0.9659
3.3000,3.3000,1.1000,1.2000,1.1000,1.2000,-x,ACRY,ACRY_R0850,850,0.9659
3.3000,3.3000,-0.9000,-0.8000,1.5000,1.6000,-x,ACRY,ACRY_R0800,800,0.9659
3.3000,3.3000,0.8000,0.9000,1.5000,1.6000,-x,ACRY,ACRY_R0850,850,0.9659
3.4000,3.4000,-1.0000,-0.9000,1.4000,1.5000,-x,ACRY,ACRY_R0800,800,0.9659
3.4000,3.4000,0.9000,1.0000,1.4000,1.5000,-x,ACRY,ACRY_R1000,1000,0.9659
3.6000,3.6000,-1.1000,-1.0000,1.3000,1.4000,-x,ACRY,ACRY_R0950,950,0.9659
3.6000,3.6000,1.0000,1.1000,1.3000,1.4000,-x,ACRY,ACRY_R1150,1150,0.9659
3.6000,3.6000,-0.9000,-0.8000,1.6000,1.7000,-x,ACRY,ACRY_R0550,550,0.9659
3.6000,3.6000,0.8000,0.9000,1.6000,1.7000,-x,ACRY,ACRY_R1100,1100,0.9659
3.7000,3.7000,-1.2000,-1.1000,1.2000,1.3000,-x,ACRY,ACRY_R0950,950,0.9659
3.7000,3.7000,1.1000,1.2000,1.2000,1.3000,-x,ACRY,ACRY_R1000,1000,0.9659
3.8000,3.8000,-1.0000,-0.9000,1.5000,1.6000,-x,ACRY,ACRY_R0800,800,0.9659
3.8000,3.8000,0.9000,1.0000,1.5000,1.6000,-x,ACRY,ACRY_R1000,1000,0.9659
3.9000,3.9000,-1.3000,-1.2000,1.1000,1.2000,-x,ACRY,ACRY_R0950,950,0.9659
3.9000,3.9000,1.2000,1.3000,1.1000,1.2000,-x,ACRY,ACRY_R1150,1150,0.9659
4.0000,4.0000,-1.1000,-1.0000,1.4000,1.5000,-x,ACRY,ACRY_R0800,800,0.9659
4.0000,4.0000,1.0000,1.1000,1.4000,1.5000,-x,ACRY,ACRY_R1000,1000,0.9659
4.2000,4.2000,-1.2000,-1.1000,1.3000,1.4000,-x,ACRY,ACRY_R0950,950,0.9659
4.2000,4.2000,1.1000,1.2000,1.3000,1.4000,-x,ACRY,ACRY_R1100,1100,0.9659
2.0000,2.1000,-0.1000,0.1000,1.1000,1.1000,+z,NCUR,NCUR_R0300,300,0.2588
2.0000,2.0667,-0.2000,-0.1000,1.1000,1.1000,+z,NCUR,NCUR_R0300,300,0.2588
2.0667,2.1333,-0.2000,-0.1000,1.1000,1.1000,+z,NCUR,NCUR_R0250,250,0.2588
2.1333,2.2000,-0.2000,-0.1000,1.1000,1.1000,+z,NCUR,NCUR_R0300,300,0.2588
2.0000,2.0667,0.1000,0.2000,1.1000,1.1000,+z,NCUR,NCUR_R0300,300,0.2588
2.0667,2.1333,0.1000,0.2000,1.1000,1.1000,+z,NCUR,NCUR_R0250,250,0.2588
2.1333,2.2000,0.1000,0.2000,1.1000,1.1000,+z,NCUR,NCUR_R0300,300,0.2588
2.1000,2.2000,-0.3000,-0.2000,1.1000,1.1000,+z,NCUR,NCUR_R0300,300,0.2588
2.1000,2.2000,0.2000,0.3000,1.1000,1.1000,+z,NCUR,NCUR_R0150,150,0.2588
2.1000,2.2000,-0.1000,0.1000,1.2000,1.2000,+z,NCUR,NCUR_R0300,300,0.2588
2.2000,2.3000,-0.4000,-0.3000,1.1000,1.1000,+z,NCUR,NCUR_R0200,200,0.2588
2.2000,2.3000,0.3000,0.4000,1.1000,1.1000,+z,NCUR,NCUR_R0200,200,0.2588
2.2000,2.3000,-0.3000,-0.1000,1.2000,1.2000,+z,NCUR,NCUR_R0250,250,0.2588
2.2000,2.3000,0.1000,0.3000,1.2000,1.2000,+z,NCUR,NCUR_R0250,250,0.2588
2.2000,2.3000,-0.1000,0.1000,1.3000,1.3000,+z,NCUR,NCUR_R0300,300,0.2588
2.3000,2.4000,-0.5000,-0.4000,1.1000,1.1000,+z,NCUR,NCUR_R0300,300,0.2588
2.3000,2.4000,0.4000,0.5000,1.1000,1.1000,+z,NCUR,NCUR_R0250,250,0.2588
2.3000,2.4000,-0.4000,-0.3000,1.2000,1.2000,+z,NCUR,NCUR_R0100,100,0.2588
2.3000,2.4000,0.3000,0.4000,1.2000,1.2000,+z,NCUR,NCUR_R0250,250,0.2588
2.3000,2.4000,-0.2000,-0.1000,1.3000,1.3000,+z,NCUR,NCUR_R0250,250,0.2588
2.3000,2.4000,0.1000,0.2000,1.3000,1.3000,+z,NCUR,NCUR_R0250,250,0.2588
2.3000,2.4000,-0.1000,0.1000,1.4000,1.4000,+z,NCUR,NCUR_R0300,300,0.2588
2.4000,2.5000,-0.6000,-0.5000,1.1000,1.1000,+z,NCUR,NCUR_R0250,250,0.2588
2.4000,2.5000,0.5000,0.6000,1.1000,1.1000,+z,NCUR,NCUR_R0300,300,0.2588
2.4000,2.5000,-0.5000,-0.4000,1.2000,1.2000,+z,NCUR,NCUR_R0250,250,0.2588
2.4000,2.5000,0.4000,0.5000,1.2000,1.2000,+z,NCUR,NCUR_R0200,200,0.2588
2.4000,2.5000,-0.4000,-0.3000,1.3000,1.3000,+z,NCUR,NCUR_R0100,100,0.2588
2.4000,2.5000,0.3000,0.4000,1.3000,1.3000,+z,NCUR,NCUR_R0200,200,0.2588
2.4000,2.5000,-0.2000,-0.1000,1.4000,1.4000,+z,NCUR,NCUR_R0250,250,0.2588
2.4000,2.5000,0.1000,0.2000,1.4000,1.4000,+z,NCUR,NCUR_R0250,250,0.2588
2.4000,2.5000,-0.1000,0.1000,1.5000,1.5000,+z,NCUR,NCUR_R0300,300,0.2588
2.5000,2.6000,-0.7000,-0.6000,1.1000,1.1000,+z,NCUR,NCUR_R0250,250,0.2588
2.5000,2.6000,0.6000,0.7000,1.1000,1.1000,+z,NCUR,NCUR_R0250,250,0.2588
2.5000,2.6000,-0.6000,-0.5000,1.2000,1.2000,+z,NCUR,NCUR_R0250,250,0.2588
